retail_account,channel_outlet,upc,description,discount_bucket,discount_label,n_promo_weeks,lift_rate_mean,lift_rate_median,lift_rate_p25,lift_rate_p75,lift_tpr_avg,lift_display_avg,lift_feature_avg,discount_avg,arp_avg,base_arp_avg,most_recent_promo,dominant_mechanic,causal_impact_pct,robust_verdict,n_causal_events,best_lift_estimate,estimate_source
AHOLD DELHAIZE,CONVENTIONAL|FOOD,08-40229-30577,Built Puff Salted Caramel Protein Bar 1.41 Oz (4 Pk),10_20pct,10–20% off,2,0.0116,0.0116,0.0097,0.0135,10.25,105.25,,0.135,9.95,10.0,2025-11-24T00:00:00.000Z,Display,,,,0.0116,observational
AHOLD DELHAIZE,CONVENTIONAL|FOOD,08-40229-30577,Built Puff Salted Caramel Protein Bar 1.41 Oz (4 Pk),20_30pct,20–30% off,2,0.0046,0.0046,0.0038,0.0053,110.45,,,0.2505,10.53,10.55,2026-01-05T00:00:00.000Z,TPR,,,,0.0046,observational
AHOLD DELHAIZE,CONVENTIONAL|FOOD,08-40229-30577,Built Puff Salted Caramel Protein Bar 1.41 Oz (4 Pk),30pct_plus,≥30% off,2,0.0013,0.0013,0.0013,0.0013,7.7,,,0.417,10.61,10.64,2026-03-23T00:00:00.000Z,Unknown,,,,0.0013,observational
AHOLD DELHAIZE,CONVENTIONAL|FOOD,08-40229-30578,Built Puff Salted Caramel Protein Bar 1.41 Oz (12 Pk),0_10pct,<10% off,1,0.0366,0.0366,0.0366,0.0366,41.8,,,0.069,33.9,34.19,2026-03-23T00:00:00.000Z,TPR,,,,0.0366,observational
AHOLD DELHAIZE,CONVENTIONAL|FOOD,08-40229-30578,Built Puff Salted Caramel Protein Bar 1.41 Oz (12 Pk),10_20pct,10–20% off,4,,,,,0.0,,,0.1445,30.28,31.25,2026-01-26T00:00:00.000Z,Unknown,,,,,observational
AHOLD DELHAIZE,CONVENTIONAL|FOOD,08-40229-30578,Built Puff Salted Caramel Protein Bar 1.41 Oz (12 Pk),20_30pct,20–30% off,1,0.0244,0.0244,0.0244,0.0244,8.0,,,0.234,28.26,30.84,2026-04-13T00:00:00.000Z,TPR,,,,0.0244,observational
AHOLD DELHAIZE,CONVENTIONAL|FOOD,08-40229-30581,Built Puff Cookies N Cream Protein Bar 1.41 Oz (4 Pk),0_10pct,<10% off,4,0.893,1.1463,0.8684,1.1709,142.275,,,0.0842,10.13,10.89,2026-02-23T00:00:00.000Z,TPR,,,,0.893,observational
AHOLD DELHAIZE,CONVENTIONAL|FOOD,08-40229-30582,Built Puff Cookies N Cream Protein Bar 1.41 Oz (12 Pk),0_10pct,<10% off,3,0.0667,0.0667,0.0667,0.0667,0.0,108.3,,0.0897,36.09,36.59,2026-03-23T00:00:00.000Z,Unknown,,,,0.0667,observational
AHOLD DELHAIZE,CONVENTIONAL|FOOD,08-40229-30582,Built Puff Cookies N Cream Protein Bar 1.41 Oz (12 Pk),10_20pct,10–20% off,4,0.0833,0.0833,0.0833,0.0833,12.125,,,0.1598,36.46,37.42,2025-04-28T00:00:00.000Z,Unknown,,,,0.0833,observational
AHOLD DELHAIZE,CONVENTIONAL|FOOD,08-40229-30642,Built Puff Peanut Butter Protein Bar 1.41 Oz,0_10pct,<10% off,1,0.02,0.02,0.02,0.02,3.9,114.3,,0.064,2.96,2.98,2026-02-02T00:00:00.000Z,Display,,,,0.02,observational
AHOLD DELHAIZE,CONVENTIONAL|FOOD,08-40229-30642,Built Puff Peanut Butter Protein Bar 1.41 Oz,10_20pct,10–20% off,2,0.5556,0.5556,0.5318,0.5795,51.4,71.8,,0.151,2.54,2.98,2026-04-13T00:00:00.000Z,Display,,,,0.5556,observational
AHOLD DELHAIZE,CONVENTIONAL|FOOD,08-40229-30642,Built Puff Peanut Butter Protein Bar 1.41 Oz,30pct_plus,≥30% off,5,0.4441,0.4701,0.3987,0.5144,44.3,51.42,,0.3142,2.05,2.98,2026-01-26T00:00:00.000Z,Display,,,,0.4441,observational
AHOLD DELHAIZE,CONVENTIONAL|FOOD,08-40229-30642,Built Puff Peanut Butter Protein Bar 1.41 Oz,no_promo,No price reduction,9,0.017,0.0073,0.0027,0.0125,,30.6889,,0.0,2.99,2.99,2026-03-30T00:00:00.000Z,Display,,,,0.017,observational
AHOLD DELHAIZE,CONVENTIONAL|FOOD,08-40229-30651,Built Protein Bar Puff Sour Peach 1.45 Oz,10_20pct,10–20% off,1,0.1607,0.1607,0.1607,0.1607,,101.8,,0.1,2.58,2.66,2026-04-13T00:00:00.000Z,Display,,,,0.1607,observational
AHOLD DELHAIZE,CONVENTIONAL|FOOD,08-40229-30653,Built Puff Sour Blu Razz Blast Bar 1.45 Oz,10_20pct,10–20% off,1,0.2056,0.2056,0.2056,0.2056,,103.1,,0.1,2.59,2.68,2026-04-13T00:00:00.000Z,Display,,,,0.2056,observational
AHOLD DELHAIZE,CONVENTIONAL|FOOD,08-40229-30655,Built Puff Sour Green Apple Crush Bar 1.45 Oz,0_10pct,<10% off,1,0.168,0.168,0.168,0.168,,101.9,,0.099,2.56,2.65,2026-04-13T00:00:00.000Z,Display,,,,0.168,observational
ALBERTSONS COMPANIES,CONVENTIONAL|FOOD,08-40229-30034,Built Puff Salted Caramel Protein Bar 1.41 Oz,30pct_plus,≥30% off,67,1.7692,1.5796,1.1015,2.0575,66.7292,73.5592,117.3333,0.5784,2.65,2.93,2026-04-13T00:00:00.000Z,TPR,,,,1.7692,observational
ALBERTSONS COMPANIES,CONVENTIONAL|FOOD,08-40229-30034,Built Puff Salted Caramel Protein Bar 1.41 Oz,no_promo,No price reduction,12,,,,,,,,,2.99,2.99,2025-02-24T00:00:00.000Z,Unknown,,,,,observational
ALBERTSONS COMPANIES,CONVENTIONAL|FOOD,08-40229-30037,Built Puff Coconut Protein Bar 1.41 Oz,30pct_plus,≥30% off,119,1.6482,1.5723,1.1119,2.0001,75.4457,5983.1618,91.8667,0.6037,2.73,3.02,2026-04-13T00:00:00.000Z,TPR,,,,1.6482,observational
ALBERTSONS COMPANIES,CONVENTIONAL|FOOD,08-40229-30037,Built Puff Coconut Protein Bar 1.41 Oz,no_promo,No price reduction,15,,,,,,,,,2.87,2.87,2024-04-22T00:00:00.000Z,Unknown,,,,,observational
ALBERTSONS COMPANIES,CONVENTIONAL|FOOD,08-40229-30050,Built Puff Churro Protein Bar 1.41 Oz,30pct_plus,≥30% off,53,1.8066,1.5899,1.1654,2.4044,142.706,126.2657,84.2,0.6004,2.75,3.01,2026-04-13T00:00:00.000Z,TPR,,,,1.8066,observational
ALBERTSONS COMPANIES,CONVENTIONAL|FOOD,08-40229-30050,Built Puff Churro Protein Bar 1.41 Oz,no_promo,No price reduction,7,1.0925,1.1008,1.087,1.1021,,190.3,,0.0,3.08,3.08,2025-07-14T00:00:00.000Z,Unknown,,,,1.0925,observational
ALBERTSONS COMPANIES,CONVENTIONAL|FOOD,08-40229-30103,Built Coocnut Almond Bar 1.97oz,30pct_plus,≥30% off,3,,,,,32.6667,,,0.743,1.94,3.47,2024-02-26T00:00:00.000Z,Unknown,,,,,observational
ALBERTSONS COMPANIES,CONVENTIONAL|FOOD,08-40229-30103,Built Coocnut Almond Bar 1.97oz,no_promo,No price reduction,23,,,,,,,,,3.71,3.71,2024-02-05T00:00:00.000Z,Unknown,,,,,observational
ALBERTSONS COMPANIES,CONVENTIONAL|FOOD,08-40229-30107,Built Mint Brownie Bar 1.69oz,30pct_plus,≥30% off,18,2.575,2.184,1.3851,3.7232,240.6667,,,0.6839,2.61,3.66,2024-12-30T00:00:00.000Z,TPR,,,,2.575,observational
ALBERTSONS COMPANIES,CONVENTIONAL|FOOD,08-40229-30107,Built Mint Brownie Bar 1.69oz,no_promo,No price reduction,63,1.1277,1.1277,1.1277,1.1277,,30.3,,0.0,3.77,3.77,2025-03-24T00:00:00.000Z,Unknown,,,,1.1277,observational
ALBERTSONS COMPANIES,CONVENTIONAL|FOOD,08-40229-30119,Built Satled Caramel Bar 1.69oz,30pct_plus,≥30% off,60,1.6312,1.4091,1.1477,1.9903,76.045,183.3,,0.6102,2.63,2.97,2025-07-14T00:00:00.000Z,TPR,,,,1.6312,observational
ALBERTSONS COMPANIES,CONVENTIONAL|FOOD,08-40229-30119,Built Satled Caramel Bar 1.69oz,no_promo,No price reduction,45,1.0084,1.0084,1.0084,1.0084,,7.1,,0.0,3.12,3.12,2025-08-18T00:00:00.000Z,Unknown,,,,1.0084,observational
ALBERTSONS COMPANIES,CONVENTIONAL|FOOD,08-40229-30122,Built Raspberry Bar 1.73oz,30pct_plus,≥30% off,8,2.2308,1.963,1.4779,2.2061,174.85,,,0.8033,1.5,2.96,2024-04-01T00:00:00.000Z,TPR,,,,2.2308,observational
ALBERTSONS COMPANIES,CONVENTIONAL|FOOD,08-40229-30122,Built Raspberry Bar 1.73oz,no_promo,No price reduction,32,,,,,,,,,3.74,3.74,2024-05-06T00:00:00.000Z,Unknown,,,,,observational
ALBERTSONS COMPANIES,CONVENTIONAL|FOOD,08-40229-30130,Built Cookies & Cream Bar 1.69oz,30pct_plus,≥30% off,57,1.5588,1.3382,1.104,1.8266,67.0789,171.1182,,0.6198,2.71,3.02,2025-04-28T00:00:00.000Z,TPR,,,,1.5588,observational
ALBERTSONS COMPANIES,CONVENTIONAL|FOOD,08-40229-30130,Built Cookies & Cream Bar 1.69oz,no_promo,No price reduction,44,1.1935,1.1935,1.1935,1.1935,,75.9,,0.0,3.1,3.1,2025-07-21T00:00:00.000Z,Unknown,,,,1.1935,observational
ALBERTSONS COMPANIES,CONVENTIONAL|FOOD,08-40229-30333,Built Puff Cookie Dough Chunk Protein Bar 1.55 Oz,30pct_plus,≥30% off,78,1.6679,1.5523,1.1283,2.0375,72.041,89.9196,40.1333,0.6035,2.8,3.13,2026-04-13T00:00:00.000Z,TPR,,,,1.6679,observational
ALBERTSONS COMPANIES,CONVENTIONAL|FOOD,08-40229-30333,Built Puff Cookie Dough Chunk Protein Bar 1.55 Oz,no_promo,No price reduction,8,,,,,,,,,3.27,3.27,2024-10-28T00:00:00.000Z,Unknown,,,,,observational
ALBERTSONS COMPANIES,CONVENTIONAL|FOOD,08-40229-30362,Built Puff Brownie Batter Protein Bar 1.41 Oz,30pct_plus,≥30% off,118,1.6345,1.5494,1.1061,2.0187,75.2302,115.3716,65.61,0.6,2.74,3.05,2026-04-13T00:00:00.000Z,TPR,,,,1.6345,observational
ALBERTSONS COMPANIES,CONVENTIONAL|FOOD,08-40229-30362,Built Puff Brownie Batter Protein Bar 1.41 Oz,no_promo,No price reduction,16,,,,,,,,,2.9,2.9,2024-07-01T00:00:00.000Z,Unknown,,,,,observational
ALBERTSONS COMPANIES,CONVENTIONAL|FOOD,08-40229-30380,Built Puff Brownie Batter Protein Bar 1.41 Oz (4 Pk),30pct_plus,≥30% off,41,1.5917,1.607,1.343,1.7483,55.91,92.4415,58.45,0.5325,9.47,9.79,2026-04-13T00:00:00.000Z,Display,,,,1.5917,observational
ALBERTSONS COMPANIES,CONVENTIONAL|FOOD,08-40229-30380,Built Puff Brownie Batter Protein Bar 1.41 Oz (4 Pk),no_promo,No price reduction,6,,,,,,,,,10.98,10.98,2025-06-30T00:00:00.000Z,Unknown,,,,,observational
ALBERTSONS COMPANIES,CONVENTIONAL|FOOD,08-40229-30381,Built Puff Coconut Protein Bar 1.41 Oz (4 Pk),30pct_plus,≥30% off,41,1.592,1.5566,1.3758,1.7015,60.865,99.5902,64.2,0.5354,9.43,9.76,2026-04-13T00:00:00.000Z,Display,,,,1.592,observational
ALBERTSONS COMPANIES,CONVENTIONAL|FOOD,08-40229-30381,Built Puff Coconut Protein Bar 1.41 Oz (4 Pk),no_promo,No price reduction,6,,,,,,,,,10.99,10.99,2025-06-30T00:00:00.000Z,Unknown,,,,,observational
ALBERTSONS COMPANIES,CONVENTIONAL|FOOD,08-40229-30394,Built Puff Candy Cane Brownie Protein Bar 1.51 Oz,30pct_plus,≥30% off,18,1.4815,1.5271,1.1684,1.6219,27.11,56.12,,0.5862,1.97,2.31,2026-02-23T00:00:00.000Z,Display,,,,1.4815,observational
ALBERTSONS COMPANIES,CONVENTIONAL|FOOD,08-40229-30394,Built Puff Candy Cane Brownie Protein Bar 1.51 Oz,no_promo,No price reduction,8,1.2192,1.2123,1.0561,1.3754,,25.175,,0.0,2.14,2.14,2026-04-13T00:00:00.000Z,Unknown,,,,1.2192,observational
ALBERTSONS COMPANIES,CONVENTIONAL|FOOD,08-40229-30432,Built Puff Mint Chip Protein Bar 1.41 Oz,30pct_plus,≥30% off,78,1.723,1.6653,1.1477,2.0946,80.0026,86.8627,89.5,0.5981,2.79,3.1,2026-04-13T00:00:00.000Z,TPR,,,,1.723,observational
ALBERTSONS COMPANIES,CONVENTIONAL|FOOD,08-40229-30432,Built Puff Mint Chip Protein Bar 1.41 Oz,no_promo,No price reduction,11,,,,,,,,,3.19,3.19,2024-10-28T00:00:00.000Z,Unknown,,,,,observational
ALBERTSONS COMPANIES,CONVENTIONAL|FOOD,08-40229-30449,Built Peanut Butter Puff 1.41oz,no_promo,No price reduction,1,,,,,,,,,2.5,2.5,2025-05-12T00:00:00.000Z,Unknown,,,,,observational
ALBERTSONS COMPANIES,CONVENTIONAL|FOOD,08-40229-30550,Built Puff Cookies N Cream Protein Bar 1.41 Oz,30pct_plus,≥30% off,65,1.78,1.5958,1.1083,2.1536,68.622,63.2681,100.7667,0.5744,2.65,2.92,2026-04-13T00:00:00.000Z,TPR,,,,1.78,observational
ALBERTSONS COMPANIES,CONVENTIONAL|FOOD,08-40229-30550,Built Puff Cookies N Cream Protein Bar 1.41 Oz,no_promo,No price reduction,14,,,,,,,,,2.99,2.99,2025-02-24T00:00:00.000Z,Unknown,,,,,observational
ALBERTSONS COMPANIES,CONVENTIONAL|FOOD,08-40229-30558,Built Puff Cookie Dough Chunk Protein Bar 1.55 Oz (4 Pk),30pct_plus,≥30% off,42,1.5371,1.5069,1.3195,1.7045,51.2732,86.4171,55.82,0.5332,9.51,9.82,2026-04-13T00:00:00.000Z,Display,,,,1.5371,observational
ALBERTSONS COMPANIES,CONVENTIONAL|FOOD,08-40229-30558,Built Puff Cookie Dough Chunk Protein Bar 1.55 Oz (4 Pk),no_promo,No price reduction,5,,,,,,,,,10.99,10.99,2025-06-23T00:00:00.000Z,Unknown,,,,,observational
ALBERTSONS COMPANIES,CONVENTIONAL|FOOD,08-40229-30569,Built Puff Chocolate Milkshake Protein Bar 1.41 Oz,30pct_plus,≥30% off,30,2.114,2.1727,1.4951,2.7821,61.405,115.4824,55.7,0.5566,2.7,2.92,2026-04-13T00:00:00.000Z,Display,,,,2.114,observational
ALBERTSONS COMPANIES,CONVENTIONAL|FOOD,08-40229-30569,Built Puff Chocolate Milkshake Protein Bar 1.41 Oz,no_promo,No price reduction,12,,,,,,,,,2.99,2.99,2025-12-29T00:00:00.000Z,Unknown,,,,,observational
ALBERTSONS COMPANIES,CONVENTIONAL|FOOD,08-40229-30571,Built Puff Mint Chip Protein Bar 1.41 Oz (4 Pk),30pct_plus,≥30% off,29,1.7336,1.7482,1.477,1.9089,97.8071,101.2483,,0.6116,8.97,10.11,2026-04-13T00:00:00.000Z,Display,,,,1.7336,observational
ALBERTSONS COMPANIES,CONVENTIONAL|FOOD,08-40229-30571,Built Puff Mint Chip Protein Bar 1.41 Oz (4 Pk),no_promo,No price reduction,6,,,,,,,,,9.55,9.55,2025-09-22T00:00:00.000Z,Unknown,,,,,observational
ALBERTSONS COMPANIES,CONVENTIONAL|FOOD,08-40229-30573,Built Puff Strawberries N Cream Protein Bar 1.41 Oz,30pct_plus,≥30% off,24,1.9509,2.1349,1.335,2.3805,52.0,81.1,53.5,0.5349,2.78,2.93,2026-04-13T00:00:00.000Z,Display,,,,1.9509,observational
ALBERTSONS COMPANIES,CONVENTIONAL|FOOD,08-40229-30573,Built Puff Strawberries N Cream Protein Bar 1.41 Oz,no_promo,No price reduction,17,1.0814,1.0814,1.0814,1.0814,,,56.2,0.0,2.45,2.45,2025-12-22T00:00:00.000Z,Unknown,,,,1.0814,observational
ALBERTSONS COMPANIES,CONVENTIONAL|FOOD,08-40229-30577,Built Puff Salted Caramel Protein Bar 1.41 Oz (4 Pk),30pct_plus,≥30% off,24,1.2919,1.1574,1.1173,1.448,43.7625,69.5125,42.675,0.5543,9.54,9.99,2026-04-13T00:00:00.000Z,Display,,,,1.2919,observational
ALBERTSONS COMPANIES,CONVENTIONAL|FOOD,08-40229-30577,Built Puff Salted Caramel Protein Bar 1.41 Oz (4 Pk),no_promo,No price reduction,3,,,,,,,,,9.62,9.62,2025-10-27T00:00:00.000Z,Unknown,,,,,observational
ALBERTSONS COMPANIES,CONVENTIONAL|FOOD,08-40229-30581,Built Puff Cookies N Cream Protein Bar 1.41 Oz (4 Pk),30pct_plus,≥30% off,29,1.6525,1.5996,1.3847,1.8061,80.175,97.8,134.3,0.6089,9.01,10.12,2026-04-13T00:00:00.000Z,Display,,,,1.6525,observational
ALBERTSONS COMPANIES,CONVENTIONAL|FOOD,08-40229-30581,Built Puff Cookies N Cream Protein Bar 1.41 Oz (4 Pk),no_promo,No price reduction,3,,,,,,,,,8.99,8.99,2025-08-25T00:00:00.000Z,Unknown,,,,,observational
ALBERTSONS COMPANIES,CONVENTIONAL|FOOD,08-40229-30614,Built Puff Strawberries N Cream Protein Bars 1.41oz (4pk),no_promo,No price reduction,2,,,,,,,,,9.99,9.99,2026-02-23T00:00:00.000Z,Unknown,,,,,observational
ALBERTSONS COMPANIES,CONVENTIONAL|FOOD,08-40229-30615,Built Puff Chocolatey Hazelnut  1.41oz,30pct_plus,≥30% off,21,3.0793,2.8384,2.119,4.3717,232.2857,191.3286,,0.6328,1.9,2.48,2026-04-06T00:00:00.000Z,Display,,,,3.0793,observational
ALBERTSONS COMPANIES,CONVENTIONAL|FOOD,08-40229-30615,Built Puff Chocolatey Hazelnut  1.41oz,no_promo,No price reduction,5,1.4697,1.4697,1.2461,1.6934,,40.5,,0.0,2.6,2.6,2026-04-13T00:00:00.000Z,Unknown,,,,1.4697,observational
ALBERTSONS COMPANIES,CONVENTIONAL|FOOD,08-40229-30642,Built Puff Peanut Butter Protein Bar 1.41 Oz,30pct_plus,≥30% off,24,1.5955,1.3684,1.0778,1.8432,12.6,53.3444,96.85,0.5449,2.83,2.96,2026-04-13T00:00:00.000Z,Display,,,,1.5955,observational
ALBERTSONS COMPANIES,CONVENTIONAL|FOOD,08-40229-30642,Built Puff Peanut Butter Protein Bar 1.41 Oz,no_promo,No price reduction,6,1.3558,1.3022,1.1761,1.5087,,72.4667,,0.0,2.97,2.97,2025-12-22T00:00:00.000Z,Display,,,,1.3558,observational
ALBERTSONS COMPANIES,CONVENTIONAL|FOOD,08-40229-30646,Built Puff Peanut Butter Cup Protein Bar 1.41 Oz (4 Pk),30pct_plus,≥30% off,14,1.1441,1.0709,1.0,1.1585,21.8091,107.175,30.2,0.5383,10.75,10.95,2026-04-13T00:00:00.000Z,TPR,,,,1.1441,observational
ALBERTSONS COMPANIES,CONVENTIONAL|FOOD,08-40229-30646,Built Puff Peanut Butter Cup Protein Bar 1.41 Oz (4 Pk),no_promo,No price reduction,16,1.0898,1.0898,1.0613,1.1182,,140.65,,0.0,10.96,10.96,2026-04-06T00:00:00.000Z,Unknown,,,,1.0898,observational
ALBERTSONS COMPANIES,CONVENTIONAL|FOOD,08-40229-30651,Built Protein Bar Puff Sour Peach 1.45 Oz,30pct_plus,≥30% off,7,1.331,1.1955,1.0792,1.5942,35.2833,51.575,,0.543,2.73,2.81,2026-04-13T00:00:00.000Z,TPR,,,,1.331,observational
ALBERTSONS COMPANIES,CONVENTIONAL|FOOD,08-40229-30651,Built Protein Bar Puff Sour Peach 1.45 Oz,no_promo,No price reduction,2,,,,,,,,,2.9,2.9,2026-02-23T00:00:00.000Z,Unknown,,,,,observational
ALBERTSONS COMPANIES,CONVENTIONAL|FOOD,08-40229-30653,Built Puff Sour Blu Razz Blast Bar 1.45 Oz,30pct_plus,≥30% off,6,1.678,1.7699,1.5029,1.9438,57.44,127.1,,0.5405,2.69,2.82,2026-04-06T00:00:00.000Z,TPR,,,,1.678,observational
ALBERTSONS COMPANIES,CONVENTIONAL|FOOD,08-40229-30653,Built Puff Sour Blu Razz Blast Bar 1.45 Oz,no_promo,No price reduction,3,,,,,,,,,2.95,2.95,2026-04-13T00:00:00.000Z,Unknown,,,,,observational
ALBERTSONS COMPANIES,CONVENTIONAL|FOOD,08-40229-30655,Built Puff Sour Green Apple Crush Bar 1.45 Oz,30pct_plus,≥30% off,7,1.5189,1.1705,1.142,1.9445,47.7,74.8333,,0.5449,2.71,2.85,2026-04-06T00:00:00.000Z,TPR,,,,1.5189,observational
ALBERTSONS COMPANIES,CONVENTIONAL|FOOD,08-40229-30655,Built Puff Sour Green Apple Crush Bar 1.45 Oz,no_promo,No price reduction,2,,,,,,,,,2.98,2.98,2026-04-13T00:00:00.000Z,Unknown,,,,,observational
ALEX LEE,REGIONAL & INDEP GROCERY,08-40229-30037,Built Puff Coconut Protein Bar 1.41 Oz,10_20pct,10–20% off,26,0.3115,0.2603,0.0444,0.4887,,,,0.1455,2.89,3.13,2026-03-09T00:00:00.000Z,Unknown,,,,0.3115,observational
ALEX LEE,REGIONAL & INDEP GROCERY,08-40229-30037,Built Puff Coconut Protein Bar 1.41 Oz,20_30pct,20–30% off,13,0.6936,0.7006,0.4194,0.8741,,,,0.2511,2.54,3.32,2026-01-12T00:00:00.000Z,Unknown,,,,0.6936,observational
ALEX LEE,REGIONAL & INDEP GROCERY,08-40229-30050,Built Puff Churro Protein Bar 1.41 Oz,10_20pct,10–20% off,30,0.1955,0.0493,0.0137,0.2533,,,,0.1443,2.91,3.12,2026-03-09T00:00:00.000Z,Unknown,,,,0.1955,observational
ALEX LEE,REGIONAL & INDEP GROCERY,08-40229-30050,Built Puff Churro Protein Bar 1.41 Oz,20_30pct,20–30% off,14,0.7997,0.6958,0.4973,0.8292,,,,0.2534,2.56,3.32,2026-01-12T00:00:00.000Z,Unknown,,,,0.7997,observational
ALEX LEE,REGIONAL & INDEP GROCERY,08-40229-30333,Built Puff Cookie Dough Chunk Protein Bar 1.55 Oz,10_20pct,10–20% off,32,0.2133,0.0521,0.0142,0.26,,,,0.1435,2.92,3.06,2026-03-09T00:00:00.000Z,Unknown,,,,0.2133,observational
ALEX LEE,REGIONAL & INDEP GROCERY,08-40229-30333,Built Puff Cookie Dough Chunk Protein Bar 1.55 Oz,20_30pct,20–30% off,16,0.7729,0.8031,0.5017,0.9134,,,,0.2524,2.62,3.32,2026-02-16T00:00:00.000Z,Unknown,,,,0.7729,observational
ALEX LEE,REGIONAL & INDEP GROCERY,08-40229-30362,Built Puff Brownie Batter Protein Bar 1.41 Oz,0_10pct,<10% off,2,0.0078,0.0078,0.0078,0.0078,,,,0.0885,3.0,3.0,2026-02-09T00:00:00.000Z,Unknown,-59.84,ROBUST,1.0,-59.84,causal_robust
ALEX LEE,REGIONAL & INDEP GROCERY,08-40229-30362,Built Puff Brownie Batter Protein Bar 1.41 Oz,10_20pct,10–20% off,30,0.2906,0.1942,0.0084,0.4786,,,,0.1428,2.9,3.09,2026-03-09T00:00:00.000Z,Unknown,-59.84,ROBUST,1.0,-59.84,causal_robust
ALEX LEE,REGIONAL & INDEP GROCERY,08-40229-30362,Built Puff Brownie Batter Protein Bar 1.41 Oz,20_30pct,20–30% off,15,0.7545,0.809,0.7486,0.8287,,,,0.2511,2.61,3.29,2026-02-16T00:00:00.000Z,Unknown,-59.84,ROBUST,1.0,-59.84,causal_robust
ALLEGIANCE RETAIL SERVICES,NATURAL EXPANDED,08-40229-30034,Built Puff Salted Caramel Protein Bar 1.41 Oz,0_10pct,<10% off,1,,,,,,,,0.093,3.62,3.99,2025-04-21T00:00:00.000Z,Unknown,,,,,observational
ALLEGIANCE RETAIL SERVICES,NATURAL EXPANDED,08-40229-30034,Built Puff Salted Caramel Protein Bar 1.41 Oz,10_20pct,10–20% off,8,0.6817,0.1842,0.1628,0.7857,,,,0.1312,3.77,3.99,2026-01-19T00:00:00.000Z,Unknown,,,,0.6817,observational
ALLEGIANCE RETAIL SERVICES,NATURAL EXPANDED,08-40229-30037,Built Puff Coconut Protein Bar 1.41 Oz,0_10pct,<10% off,2,0.0651,0.0651,0.0599,0.0704,,,,0.0835,3.84,3.92,2026-04-13T00:00:00.000Z,Unknown,,,,0.0651,observational
ALLEGIANCE RETAIL SERVICES,NATURAL EXPANDED,08-40229-30037,Built Puff Coconut Protein Bar 1.41 Oz,10_20pct,10–20% off,16,0.1213,0.1022,0.0484,0.1531,,,,0.1426,3.59,3.68,2025-10-13T00:00:00.000Z,Unknown,,,,0.1213,observational
ALLEGIANCE RETAIL SERVICES,NATURAL EXPANDED,08-40229-30037,Built Puff Coconut Protein Bar 1.41 Oz,20_30pct,20–30% off,5,0.086,0.0432,0.0384,0.0908,,,,0.2398,3.46,3.53,2025-11-17T00:00:00.000Z,Unknown,,,,0.086,observational
ALLEGIANCE RETAIL SERVICES,NATURAL EXPANDED,08-40229-30037,Built Puff Coconut Protein Bar 1.41 Oz,30pct_plus,≥30% off,2,0.1325,0.1325,0.1325,0.1325,,,,0.322,3.53,3.63,2025-06-30T00:00:00.000Z,Unknown,,,,0.1325,observational
ALLEGIANCE RETAIL SERVICES,NATURAL EXPANDED,08-40229-30333,Built Puff Cookie Dough Chunk Protein Bar 1.55 Oz,0_10pct,<10% off,1,0.0807,0.0807,0.0807,0.0807,,,,0.094,3.82,3.9,2026-04-13T00:00:00.000Z,Unknown,-40.23,MODERATE,1.0,-40.23,causal_moderate
ALLEGIANCE RETAIL SERVICES,NATURAL EXPANDED,08-40229-30333,Built Puff Cookie Dough Chunk Protein Bar 1.55 Oz,10_20pct,10–20% off,21,0.051,0.0267,0.0098,0.0801,,,,0.1485,3.58,3.62,2026-04-06T00:00:00.000Z,Unknown,-40.23,MODERATE,1.0,-40.23,causal_moderate
ALLEGIANCE RETAIL SERVICES,NATURAL EXPANDED,08-40229-30333,Built Puff Cookie Dough Chunk Protein Bar 1.55 Oz,20_30pct,20–30% off,1,0.2062,0.2062,0.2062,0.2062,,,,0.206,3.54,3.9,2025-06-16T00:00:00.000Z,Unknown,-40.23,MODERATE,1.0,-40.23,causal_moderate
ALLEGIANCE RETAIL SERVICES,NATURAL EXPANDED,08-40229-30362,Built Puff Brownie Batter Protein Bar 1.41 Oz,0_10pct,<10% off,2,0.0231,0.0231,0.0231,0.0231,,,,0.07,3.84,3.9,2026-04-13T00:00:00.000Z,Unknown,,,,0.0231,observational
ALLEGIANCE RETAIL SERVICES,NATURAL EXPANDED,08-40229-30362,Built Puff Brownie Batter Protein Bar 1.41 Oz,10_20pct,10–20% off,16,0.0751,0.0374,0.0272,0.1233,,,,0.1436,3.67,3.74,2026-01-19T00:00:00.000Z,Unknown,,,,0.0751,observational
ALLEGIANCE RETAIL SERVICES,NATURAL EXPANDED,08-40229-30362,Built Puff Brownie Batter Protein Bar 1.41 Oz,20_30pct,20–30% off,6,0.0526,0.0311,0.0076,0.0413,,,,0.2455,3.54,3.62,2025-11-17T00:00:00.000Z,Unknown,,,,0.0526,observational
ALLEGIANCE RETAIL SERVICES,NATURAL EXPANDED,08-40229-30432,Built Puff Mint Chip Protein Bar 1.41 Oz,10_20pct,10–20% off,1,0.2739,0.2739,0.2739,0.2739,,,,0.176,3.75,3.97,2026-01-19T00:00:00.000Z,Unknown,,,,0.2739,observational
ALLEGIANCE RETAIL SERVICES,NATURAL EXPANDED,08-40229-30550,Built Puff Cookies N Cream Protein Bar 1.41 Oz,10_20pct,10–20% off,1,,,,,,,,0.175,3.89,3.94,2026-01-19T00:00:00.000Z,Unknown,,,,,observational
